Symbol,Action,Expiry,Days To Expiry,Strike Price,Mid Price,Bid Price,Ask Price,Implied Volatility Rank,Earnings Date,Earnings Flag,Stock Price,Raw Return,Annualized Return,Distance To Strike
SLB,Sell to Open,04/26/2024,44,$58.00,$0.50,$0.41,$0.60,4%,04/19/2024,Y,$52.57,0.96%,8.15%,10.33%
KNSL,Sell to Open,04/19/2024,37,$560.00,$4.95,$0.50,$9.40,8%,04/25/2024,N,$514.02,0.96%,9.76%,8.95%
MELI,Sell to Open,04/26/2024,44,"$1,750.00",$14.70,$12.50,$16.90,9%,05/01/2024,N,"$1,550.62",0.95%,8.05%,12.86%
IGV,Sell to Open,04/19/2024,37,$93.00,$0.82,$0.35,$1.30,25%,,N,$86.40,0.95%,9.68%,7.64%
NEM,Sell to Open,04/26/2024,44,$40.00,$0.32,$0.31,$0.34,63%,04/25/2024,Y,$34.37,0.95%,8.03%,16.38%
MTZ,Sell to Open,04/19/2024,37,$100.00,$0.82,$0.75,$0.90,100%,05/09/2024,N,$86.70,0.95%,9.65%,15.34%
SNOW,Sell to Open,04/26/2024,44,$195.00,$1.55,$1.10,$2.00,36%,05/22/2024,N,$162.31,0.95%,8.11%,20.14%
TMO,Sell to Open,04/26/2024,44,$640.00,$5.60,$4.50,$6.70,16%,04/24/2024,Y,$592.93,0.94%,8.02%,7.94%
COF,Sell to Open,04/26/2024,44,$155.00,$1.32,$1.25,$1.40,6%,04/25/2024,Y,$140.61,0.94%,8%,10.23%
BA,Sell to Open,04/26/2024,44,$210.00,$1.71,$1.65,$1.78,34%,05/01/2024,N,$182.35,0.94%,7.98%,15.16%
GM,Sell to Open,04/26/2024,44,$45.00,$0.38,$0.34,$0.42,5%,04/23/2024,Y,$40.26,0.94%,8.01%,11.77%
EW,Sell to Open,04/19/2024,37,$100.00,$0.87,$0.80,$0.95,10%,05/01/2024,N,$92.93,0.94%,9.55%,7.61%
FICO,Sell to Open,04/19/2024,37,"$1,400.00",$11.70,$8.80,$14.60,27%,04/25/2024,N,"$1,245.82",0.94%,9.52%,12.38%
IVE,Sell to Open,04/19/2024,37,$185.00,$1.72,$1.20,$2.25,17%,,N,$183.32,0.94%,9.54%,0.92%
EME,Sell to Open,04/19/2024,37,$350.00,$3.00,$1.90,$4.10,53%,04/25/2024,N,$323.86,0.93%,9.39%,8.07%
CSX,Sell to Open,04/26/2024,44,$40.00,$0.35,$0.30,$0.40,20%,04/18/2024,Y,$37.78,0.93%,7.86%,5.88%
HRI,Sell to Open,04/19/2024,37,$180.00,$1.47,$1.00,$1.95,13%,04/18/2024,Y,$158.65,0.93%,9.43%,13.46%
TTD,Sell to Open,04/26/2024,44,$93.00,$0.74,$0.67,$0.82,9%,05/08/2024,N,$80.16,0.93%,7.89%,16.02%
PCTY,Sell to Open,04/19/2024,37,$190.00,$1.57,$1.05,$2.10,16%,05/09/2024,N,$168.64,0.93%,9.47%,12.67%
IBM,Sell to Open,04/26/2024,44,$220.00,$1.83,$1.66,$2.01,37%,04/24/2024,Y,$196.70,0.93%,7.92%,11.85%
TBT,Sell to Open,04/26/2024,44,$36.00,$0.31,$0.29,$0.33,20%,,N,$33.26,0.93%,7.91%,8.24%
PEN,Sell to Open,04/19/2024,37,$270.00,$2.17,$1.60,$2.75,33%,04/30/2024,N,$233.42,0.93%,9.45%,15.67%
WPM,Sell to Open,04/26/2024,44,$52.00,$0.42,$0.35,$0.50,54%,03/14/2024,Y,$45.59,0.93%,7.91%,14.06%
IWO,Sell to Open,04/19/2024,37,$290.00,$2.44,$0.10,$4.80,34%,,N,$267.59,0.92%,9.28%,8.37%
BURL,Sell to Open,04/26/2024,44,$245.00,$2.02,$1.80,$2.25,73%,05/30/2024,N,$221.09,0.92%,7.77%,10.81%
MGM,Sell to Open,04/26/2024,44,$48.00,$0.39,$0.36,$0.43,20%,05/08/2024,N,$42.86,0.92%,7.82%,11.99%
SYF,Sell to Open,04/19/2024,37,$48.00,$0.40,$0.35,$0.45,20%,04/17/2024,Y,$43.48,0.92%,9.33%,10.4%
DVN,Sell to Open,04/26/2024,44,$52.00,$0.43,$0.27,$0.59,8%,05/10/2024,N,$46.97,0.92%,7.77%,10.71%
R,Sell to Open,04/19/2024,37,$120.00,$1.05,$0.90,$1.20,11%,04/23/2024,N,$113.64,0.92%,9.37%,5.6%
FCN,Sell to Open,04/19/2024,37,$220.00,$1.87,$1.30,$2.45,20%,04/25/2024,N,$204.05,0.92%,9.32%,7.82%
WLK,Sell to Open,04/19/2024,37,$155.00,$1.32,$1.20,$1.45,12%,05/02/2024,N,$144.17,0.92%,9.32%,7.51%
RGLD,Sell to Open,04/19/2024,37,$125.00,$1.05,$1.00,$1.10,30%,05/01/2024,N,$114.12,0.92%,9.33%,9.53%
WCC,Sell to Open,04/19/2024,37,$180.00,$1.47,$1.35,$1.60,10%,05/02/2024,N,$162.83,0.91%,9.18%,10.55%
ENTG,Sell to Open,04/19/2024,37,$160.00,$1.27,$1.15,$1.40,19%,05/09/2024,N,$139.62,0.91%,9.26%,14.6%
DY,Sell to Open,04/19/2024,37,$155.00,$1.30,$1.10,$1.50,15%,05/22/2024,N,$142.17,0.91%,9.27%,9.02%
LIT,Sell to Open,04/19/2024,37,$51.00,$0.42,$0.35,$0.50,63%,,N,$46.47,0.91%,9.27%,9.75%
OC,Sell to Open,04/19/2024,37,$175.00,$1.47,$1.35,$1.60,16%,04/24/2024,N,$162.37,0.91%,9.21%,7.78%
ODFL,Sell to Open,04/19/2024,37,$480.00,$3.95,$2.30,$5.60,19%,04/24/2024,N,$433.82,0.91%,9.23%,10.64%
BAC,Sell to Open,04/26/2024,44,$39.00,$0.32,$0.30,$0.36,9%,04/16/2024,Y,$36.08,0.91%,7.76%,8.09%
DHR,Sell to Open,04/26/2024,44,$275.00,$2.32,$2.00,$2.65,23%,04/30/2024,N,$255.35,0.91%,7.73%,7.7%
CLH,Sell to Open,04/19/2024,37,$200.00,$1.70,$1.50,$1.90,14%,05/01/2024,N,$187.33,0.91%,9.2%,6.76%
GDXJ,Sell to Open,04/26/2024,44,$43.00,$0.33,$0.31,$0.36,28%,,N,$36.87,0.91%,7.71%,16.63%
ARCH,Sell to Open,04/19/2024,37,$190.00,$1.52,$1.25,$1.80,25%,04/25/2024,N,$167.72,0.91%,9.22%,13.28%
SWKS,Sell to Open,04/26/2024,44,$120.00,$0.97,$0.85,$1.10,36%,05/06/2024,N,$107.38,0.91%,7.71%,11.75%
STNG,Sell to Open,04/26/2024,44,$85.00,$0.65,$0.50,$0.80,22%,04/30/2024,N,$71.33,0.91%,7.74%,19.16%
MTDR,Sell to Open,04/19/2024,37,$72.50,$0.60,$0.55,$0.65,3%,04/23/2024,N,$66.26,0.91%,9.18%,9.42%
CNI,Sell to Open,04/19/2024,37,$135.00,$1.17,$1.10,$1.25,11%,04/23/2024,N,$130.36,0.9%,9.14%,3.56%
FDX,Sell to Open,04/26/2024,44,$285.00,$2.28,$2.13,$2.44,52%,03/21/2024,Y,$255.22,0.9%,7.6%,11.67%
LSTR,Sell to Open,04/19/2024,37,$200.00,$1.67,$0.80,$2.55,26%,04/24/2024,N,$186.25,0.9%,9.12%,7.38%
GOOG,Sell to Open,04/26/2024,44,$157.50,$1.27,$0.84,$1.70,22%,04/23/2024,Y,$140.77,0.9%,7.66%,11.88%
LAD,Sell to Open,04/19/2024,37,$330.00,$2.57,$2.05,$3.10,26%,04/17/2024,Y,$289.31,0.89%,9.02%,14.06%
SPXL,Sell to Open,04/26/2024,44,$145.00,$1.14,$1.05,$1.25,10%,,N,$128.71,0.89%,7.58%,12.66%
ED,Sell to Open,04/19/2024,37,$92.50,$0.80,$0.75,$0.85,16%,05/02/2024,N,$89.57,0.89%,9.06%,3.27%
BLD,Sell to Open,04/19/2024,37,$470.00,$3.65,$1.30,$6.00,43%,05/02/2024,N,$411.50,0.89%,8.99%,14.22%
CMG,Sell to Open,04/26/2024,44,"$3,060.00",$24.25,$20.80,$27.70,8%,04/24/2024,Y,"$2,722.69",0.89%,7.56%,12.39%
XBI,Sell to Open,04/26/2024,44,$109.00,$0.86,$0.80,$0.93,54%,,N,$97.10,0.89%,7.56%,12.26%
TXN,Sell to Open,04/26/2024,44,$190.00,$1.53,$1.27,$1.80,18%,04/23/2024,Y,$172.68,0.89%,7.55%,10.03%
ZM,Sell to Open,04/26/2024,44,$77.00,$0.60,$0.54,$0.67,4%,05/20/2024,N,$68.44,0.88%,7.5%,12.51%
SKX,Sell to Open,04/19/2024,37,$67.50,$0.55,$0.50,$0.60,12%,04/25/2024,N,$62.20,0.88%,8.97%,8.52%
BNTX,Sell to Open,04/19/2024,37,$110.00,$0.82,$0.75,$0.90,33%,03/20/2024,Y,$93.95,0.88%,8.9%,17.08%
FND,Sell to Open,04/19/2024,37,$145.00,$1.10,$0.95,$1.25,18%,05/02/2024,N,$125.61,0.88%,8.88%,15.44%
VEEV,Sell to Open,04/19/2024,37,$260.00,$2.07,$1.15,$3.00,95%,05/29/2024,N,$234.79,0.88%,8.96%,10.74%
CIBR,Sell to Open,04/19/2024,37,$61.00,$0.50,$0.40,$0.60,43%,,N,$57.78,0.87%,8.77%,5.57%
PWR,Sell to Open,04/19/2024,37,$260.00,$2.10,$1.95,$2.25,20%,05/02/2024,N,$241.83,0.87%,8.8%,7.51%
SWK,Sell to Open,04/19/2024,37,$100.00,$0.80,$0.75,$0.85,16%,05/02/2024,N,$92.12,0.87%,8.8%,8.55%
CBRL,Sell to Open,04/19/2024,37,$75.00,$0.57,$0.50,$0.65,46%,06/04/2024,N,$66.47,0.87%,8.77%,12.83%
VRTX,Sell to Open,04/26/2024,44,$460.00,$3.57,$0.55,$6.60,38%,05/01/2024,N,$413.20,0.87%,7.34%,11.33%
MAS,Sell to Open,04/19/2024,37,$80.00,$0.64,$0.60,$0.70,18%,04/24/2024,N,$75.09,0.87%,8.78%,6.54%
POOL,Sell to Open,04/19/2024,37,$460.00,$3.47,$0.55,$6.40,12%,04/25/2024,N,$405.58,0.86%,8.69%,13.42%
MHK,Sell to Open,04/19/2024,37,$135.00,$1.04,$0.95,$1.15,18%,04/25/2024,N,$121.56,0.86%,8.76%,11.06%
VRSN,Sell to Open,04/19/2024,37,$200.00,$1.65,$1.30,$2.00,21%,04/25/2024,N,$191.17,0.86%,8.75%,4.62%
PAYX,Sell to Open,04/19/2024,37,$130.00,$1.04,$0.95,$1.15,17%,03/27/2024,Y,$122.13,0.86%,8.72%,6.44%
SLAB,Sell to Open,04/19/2024,37,$165.00,$1.20,$0.55,$1.85,33%,05/01/2024,N,$140.16,0.86%,8.68%,17.72%
SBUX,Sell to Open,04/26/2024,44,$99.00,$0.78,$0.28,$1.29,8%,04/30/2024,N,$91.61,0.86%,7.27%,8.07%
IBP,Sell to Open,04/19/2024,37,$270.00,$2.07,$0.55,$3.60,42%,05/02/2024,N,$240.14,0.86%,8.76%,12.43%
ACN,Sell to Open,04/26/2024,44,$415.00,$3.22,$1.85,$4.60,47%,03/21/2024,Y,$378.72,0.85%,7.23%,9.58%
CRUS,Sell to Open,04/19/2024,37,$105.00,$0.77,$0.40,$1.15,16%,05/02/2024,N,$91.53,0.85%,8.58%,14.72%
ETSY,Sell to Open,04/26/2024,44,$85.00,$0.59,$0.56,$0.63,15%,05/01/2024,N,$69.76,0.85%,7.24%,21.85%
EBAY,Sell to Open,04/26/2024,44,$59.00,$0.44,$0.34,$0.55,27%,04/24/2024,Y,$52.41,0.85%,7.21%,12.57%
MRNA,Sell to Open,04/26/2024,44,$140.00,$0.89,$0.61,$1.19,33%,05/02/2024,N,$106.51,0.84%,7.17%,31.44%
WDAY,Sell to Open,04/26/2024,44,$300.00,$2.25,$2.05,$2.46,35%,05/23/2024,N,$269.73,0.84%,7.1%,11.22%
SCHW,Sell to Open,04/26/2024,44,$75.00,$0.56,$0.50,$0.63,2%,04/15/2024,Y,$67.13,0.84%,7.14%,11.72%
OLLI,Sell to Open,04/19/2024,37,$87.50,$0.62,$0.50,$0.75,20%,03/20/2024,Y,$74.65,0.84%,8.49%,17.21%
FIVE,Sell to Open,04/19/2024,37,$240.00,$1.72,$1.55,$1.90,33%,03/20/2024,Y,$206.50,0.84%,8.47%,16.22%
BX,Sell to Open,04/26/2024,44,$140.00,$1.05,$0.56,$1.55,13%,04/18/2024,Y,$126.10,0.84%,7.1%,11.02%
TSCO,Sell to Open,04/26/2024,44,$280.00,$2.12,$1.55,$2.70,18%,04/25/2024,Y,$253.67,0.84%,7.11%,10.38%
FTNT,Sell to Open,04/26/2024,44,$79.00,$0.58,$0.37,$0.80,21%,05/02/2024,N,$70.18,0.83%,7.08%,12.57%
IRM,Sell to Open,04/19/2024,37,$85.00,$0.64,$0.60,$0.70,50%,05/02/2024,N,$79.45,0.82%,8.29%,6.99%
PINS,Sell to Open,04/26/2024,44,$41.00,$0.28,$0.16,$0.41,10%,04/25/2024,Y,$34.60,0.82%,6.99%,18.5%
HELE,Sell to Open,04/19/2024,37,$135.00,$0.97,$0.85,$1.10,13%,04/24/2024,N,$119.62,0.82%,8.26%,12.86%
WING,Sell to Open,04/19/2024,37,$400.00,$2.82,$2.65,$3.00,27%,05/01/2024,N,$344.26,0.82%,8.32%,16.19%
EFA,Sell to Open,04/26/2024,44,$82.50,$0.65,$0.31,$0.99,6%,,N,$79.44,0.82%,6.95%,3.85%
MMM,Sell to Open,04/26/2024,44,$115.00,$0.85,$0.72,$0.98,19%,04/23/2024,Y,$104.07,0.82%,6.93%,10.5%
LII,Sell to Open,04/26/2024,44,$530.00,$3.84,$0.10,$7.60,31%,04/25/2024,Y,$470.62,0.82%,6.94%,12.62%
ZS,Sell to Open,04/26/2024,44,$240.00,$1.66,$0.83,$2.49,93%,05/30/2024,N,$201.43,0.82%,7%,19.15%
APO,Sell to Open,04/26/2024,44,$122.00,$0.90,$0.80,$1.00,11%,05/07/2024,N,$109.98,0.82%,6.95%,10.93%
DECK,Sell to Open,04/19/2024,37,"$1,040.00",$7.65,$4.50,$10.80,25%,05/23/2024,N,$927.66,0.82%,8.36%,12.11%
IBKR,Sell to Open,04/19/2024,37,$120.00,$0.87,$0.80,$0.95,14%,04/16/2024,Y,$108.46,0.81%,8.18%,10.64%
TER,Sell to Open,04/19/2024,37,$120.00,$0.85,$0.80,$0.90,31%,04/24/2024,N,$105.45,0.81%,8.17%,13.8%
CDNS,Sell to Open,04/19/2024,37,$340.00,$2.47,$1.95,$3.00,27%,04/22/2024,N,$306.21,0.81%,8.19%,11.03%
MUR,Sell to Open,04/19/2024,37,$47.50,$0.35,$0.25,$0.45,10%,05/02/2024,N,$43.30,0.81%,8.2%,9.7%
TOL,Sell to Open,04/26/2024,44,$140.00,$1.00,$0.85,$1.15,39%,05/21/2024,N,$123.06,0.81%,6.9%,13.77%
ADSK,Sell to Open,04/26/2024,44,$285.00,$2.07,$1.70,$2.45,66%,05/30/2024,N,$258.70,0.8%,6.81%,10.17%
COPX,Sell to Open,04/19/2024,37,$46.00,$0.32,$0.25,$0.40,8%,,N,$40.41,0.8%,8.15%,13.83%
NTAP,Sell to Open,04/26/2024,44,$111.00,$0.82,$0.65,$1.00,93%,05/30/2024,N,$103.19,0.8%,6.79%,7.57%
PTF,Sell to Open,04/19/2024,37,$61.00,$0.45,$0.40,$0.50,13%,,N,$56.83,0.79%,8.03%,7.34%
ITA,Sell to Open,04/19/2024,37,$130.00,$1.00,$0.70,$1.30,6%,,N,$126.95,0.79%,7.99%,2.4%
C,Sell to Open,04/26/2024,44,$64.00,$0.45,$0.40,$0.51,10%,04/12/2024,Y,$57.76,0.79%,6.69%,10.8%
EZU,Sell to Open,04/19/2024,37,$52.00,$0.40,$0.30,$0.50,1%,,N,$50.72,0.79%,8%,2.52%
ELAN,Sell to Open,04/19/2024,37,$20.00,$0.12,$0.05,$0.20,11%,05/07/2024,N,$15.91,0.79%,7.97%,25.71%
GE,Sell to Open,04/26/2024,44,$190.00,$1.34,$1.17,$1.51,42%,04/23/2024,Y,$170.16,0.79%,6.68%,11.66%
HLT,Sell to Open,04/19/2024,37,$220.00,$1.62,$1.55,$1.70,7%,04/24/2024,N,$208.53,0.78%,7.9%,5.5%
KMX,Sell to Open,04/26/2024,44,$100.00,$0.65,$0.55,$0.75,7%,04/11/2024,Y,$83.22,0.78%,6.63%,20.16%
ERX,Sell to Open,04/26/2024,44,$75.00,$0.50,$0.40,$0.60,4%,,N,$64.49,0.78%,6.58%,16.3%
SAIA,Sell to Open,04/19/2024,37,$680.00,$4.59,$0.60,$8.60,19%,04/26/2024,N,$592.81,0.78%,7.87%,14.71%
TFC,Sell to Open,04/26/2024,44,$41.00,$0.28,$0.24,$0.33,5%,04/22/2024,Y,$36.45,0.78%,6.64%,12.48%
YELP,Sell to Open,04/19/2024,37,$42.00,$0.30,$0.25,$0.35,17%,05/09/2024,N,$38.36,0.78%,7.93%,9.49%
WSO,Sell to Open,04/19/2024,37,$440.00,$3.12,$1.55,$4.70,43%,04/18/2024,Y,$402.75,0.78%,7.87%,9.25%
EL,Sell to Open,04/26/2024,44,$180.00,$1.22,$1.10,$1.35,31%,05/01/2024,N,$157.94,0.78%,6.58%,13.97%
SNPS,Sell to Open,04/19/2024,37,$630.00,$4.40,$3.40,$5.40,38%,05/22/2024,N,$561.20,0.78%,7.95%,12.26%
XLE,Sell to Open,04/26/2024,44,$96.00,$0.70,$0.28,$1.13,4%,,N,$90.36,0.78%,6.62%,6.24%
WIX,Sell to Open,04/19/2024,37,$165.00,$1.10,$0.75,$1.45,5%,05/15/2024,N,$142.65,0.77%,7.82%,15.67%
GPI,Sell to Open,04/19/2024,37,$300.00,$2.04,$1.70,$2.40,29%,05/01/2024,N,$266.27,0.77%,7.81%,12.67%
HACK,Sell to Open,04/19/2024,37,$69.00,$0.50,$0.35,$0.65,50%,,N,$64.74,0.77%,7.83%,6.58%
MSCI,Sell to Open,04/19/2024,37,$600.00,$4.30,$2.60,$6.00,19%,04/30/2024,N,$557.52,0.77%,7.82%,7.62%
KMB,Sell to Open,04/26/2024,44,$136.00,$0.97,$0.55,$1.40,15%,04/23/2024,Y,$127.90,0.76%,6.47%,6.33%
AN,Sell to Open,04/19/2024,37,$175.00,$1.17,$0.90,$1.45,22%,04/18/2024,Y,$154.00,0.76%,7.74%,13.64%
PSX,Sell to Open,04/26/2024,44,$170.00,$1.17,$1.00,$1.35,13%,05/01/2024,N,$154.47,0.76%,6.46%,10.05%
CR,Sell to Open,04/19/2024,37,$145.00,$1.00,$0.75,$1.25,16%,05/15/2024,N,$131.63,0.76%,7.7%,10.16%
WELL,Sell to Open,04/19/2024,37,$97.50,$0.70,$0.65,$0.75,6%,04/30/2024,N,$92.68,0.76%,7.66%,5.2%
DRN,Sell to Open,04/19/2024,37,$13.00,$0.07,$0.05,$0.10,28%,,N,$9.89,0.76%,7.69%,31.45%
HWM,Sell to Open,04/19/2024,37,$70.00,$0.50,$0.45,$0.55,18%,04/30/2024,N,$65.63,0.76%,7.72%,6.66%
PLNT,Sell to Open,04/19/2024,37,$70.00,$0.47,$0.40,$0.55,17%,05/02/2024,N,$62.75,0.76%,7.67%,11.55%
CMCSA,Sell to Open,04/26/2024,44,$47.00,$0.33,$0.21,$0.45,42%,04/25/2024,Y,$43.28,0.76%,6.47%,8.6%
VLTO,Sell to Open,04/19/2024,37,$100.00,$0.67,$0.25,$1.10,0%,04/25/2024,N,$89.10,0.76%,7.68%,12.23%
FCNCA,Sell to Open,04/19/2024,37,"$1,690.00",$11.85,$7.30,$16.40,6%,05/09/2024,N,"$1,549.47",0.76%,7.75%,9.07%
MTB,Sell to Open,04/19/2024,37,$160.00,$1.07,$0.95,$1.20,12%,04/15/2024,Y,$143.19,0.75%,7.61%,11.74%
AMGN,Sell to Open,04/26/2024,44,$300.00,$2.07,$1.89,$2.26,35%,05/02/2024,N,$275.99,0.75%,6.38%,8.7%
FNV,Sell to Open,04/19/2024,37,$130.00,$0.87,$0.85,$0.90,55%,04/30/2024,N,$116.19,0.75%,7.64%,11.89%
BE,Sell to Open,04/19/2024,37,$15.00,$0.07,$0.05,$0.10,42%,05/10/2024,N,$10.03,0.75%,7.58%,49.55%
QUAL,Sell to Open,04/19/2024,37,$167.00,$1.22,$0.40,$2.05,3%,,N,$163.27,0.75%,7.61%,2.28%
HUBB,Sell to Open,04/19/2024,37,$430.00,$3.00,$1.00,$5.00,9%,04/30/2024,N,$399.53,0.75%,7.61%,7.63%
STLD,Sell to Open,04/19/2024,37,$150.00,$1.00,$0.90,$1.10,11%,04/17/2024,Y,$133.95,0.75%,7.57%,11.98%
EFX,Sell to Open,04/19/2024,37,$290.00,$1.95,$1.65,$2.25,21%,04/17/2024,Y,$261.78,0.74%,7.55%,10.78%
CRI,Sell to Open,04/19/2024,37,$95.00,$0.65,$0.55,$0.75,10%,04/26/2024,N,$87.92,0.74%,7.5%,8.05%
XLF,Sell to Open,04/26/2024,44,$42.50,$0.30,$0.28,$0.33,4%,,N,$41.16,0.74%,6.29%,3.26%
UDOW,Sell to Open,04/19/2024,37,$89.00,$0.60,$0.55,$0.65,8%,,N,$81.25,0.74%,7.49%,9.54%
BABA,Sell to Open,04/26/2024,44,$90.00,$0.56,$0.53,$0.60,28%,05/16/2024,N,$76.39,0.74%,6.28%,17.82%
CACC,Sell to Open,04/19/2024,37,$630.00,$4.12,$0.05,$8.20,17%,04/29/2024,N,$555.30,0.74%,7.53%,13.45%
IBB,Sell to Open,04/26/2024,44,$148.00,$1.02,$0.60,$1.45,30%,,N,$138.26,0.74%,6.29%,7.04%
GNRC,Sell to Open,04/26/2024,44,$135.00,$0.85,$0.75,$0.95,10%,05/01/2024,N,$114.62,0.74%,6.29%,17.78%
ZBRA,Sell to Open,04/19/2024,37,$320.00,$2.10,$1.75,$2.45,18%,04/30/2024,N,$284.50,0.74%,7.48%,12.48%
NTRS,Sell to Open,04/19/2024,37,$90.00,$0.60,$0.55,$0.65,15%,04/16/2024,Y,$81.73,0.73%,7.44%,10.12%
FIS,Sell to Open,04/26/2024,44,$76.00,$0.50,$0.40,$0.60,2%,04/25/2024,Y,$68.90,0.73%,6.16%,10.3%
ICLN,Sell to Open,04/26/2024,44,$16.00,$0.10,$0.05,$0.15,36%,,N,$13.70,0.73%,6.2%,16.79%
ADM,Sell to Open,04/26/2024,44,$66.00,$0.42,$0.05,$0.80,46%,,N,$58.27,0.73%,6.19%,13.27%
JBHT,Sell to Open,04/19/2024,37,$220.00,$1.47,$1.35,$1.60,27%,04/15/2024,Y,$201.47,0.73%,7.42%,9.2%
ICLR,Sell to Open,04/19/2024,37,$370.00,$2.44,$0.10,$4.80,12%,04/24/2024,N,$333.50,0.73%,7.45%,10.94%
TPR,Sell to Open,04/26/2024,44,$54.00,$0.35,$0.30,$0.40,7%,05/09/2024,N,$47.80,0.73%,6.22%,12.97%
GLOB,Sell to Open,04/19/2024,37,$250.00,$1.57,$0.25,$2.90,27%,05/16/2024,N,$215.05,0.73%,7.43%,16.25%
IFF,Sell to Open,04/19/2024,37,$87.50,$0.60,$0.15,$1.05,6%,05/06/2024,N,$82.60,0.73%,7.36%,5.93%
VLO,Sell to Open,04/26/2024,44,$180.00,$1.14,$1.08,$1.22,5%,04/25/2024,Y,$158.63,0.72%,6.15%,13.47%
ITB,Sell to Open,04/26/2024,44,$121.00,$0.80,$0.75,$0.85,30%,,N,$110.83,0.72%,6.13%,9.18%
TAP,Sell to Open,04/19/2024,37,$70.00,$0.47,$0.40,$0.55,9%,04/30/2024,N,$66.21,0.72%,7.27%,5.72%
THC,Sell to Open,04/19/2024,37,$115.00,$0.72,$0.65,$0.80,19%,04/25/2024,N,$100.38,0.72%,7.32%,14.56%
STZ,Sell to Open,04/26/2024,44,$285.00,$1.90,$1.55,$2.25,28%,04/11/2024,Y,$263.70,0.72%,6.12%,8.08%
RTX,Sell to Open,04/26/2024,44,$97.00,$0.65,$0.61,$0.70,5%,04/23/2024,Y,$90.56,0.72%,6.14%,7.11%
OIH,Sell to Open,04/26/2024,44,$350.00,$2.29,$2.05,$2.55,5%,,N,$318.44,0.72%,6.13%,9.91%
DLTR,Sell to Open,04/26/2024,44,$142.00,$0.92,$0.77,$1.07,74%,03/13/2024,Y,$128.42,0.72%,6.08%,10.57%
CSL,Sell to Open,04/19/2024,37,$410.00,$2.57,$0.35,$4.80,8%,04/25/2024,N,$362.89,0.71%,7.19%,12.98%
NVO,Sell to Open,04/26/2024,44,$155.00,$0.94,$0.85,$1.04,23%,05/02/2024,N,$133.49,0.71%,6.01%,16.11%
MAR,Sell to Open,04/26/2024,44,$270.00,$1.77,$1.70,$1.85,8%,04/30/2024,N,$251.41,0.71%,5.99%,7.39%
NVMI,Sell to Open,04/19/2024,37,$195.00,$1.20,$0.05,$2.35,37%,05/16/2024,N,$169.66,0.71%,7.17%,14.94%
INTU,Sell to Open,04/26/2024,44,$730.00,$4.65,$3.70,$5.60,21%,05/21/2024,N,$655.07,0.71%,6.03%,11.44%
GEHC,Sell to Open,04/26/2024,44,$98.00,$0.62,$0.50,$0.75,18%,04/30/2024,N,$88.48,0.71%,6%,10.76%
IDXX,Sell to Open,04/19/2024,37,$590.00,$3.85,$3.30,$4.40,11%,04/30/2024,N,$540.18,0.71%,7.23%,9.22%
CVS,Sell to Open,04/26/2024,44,$81.00,$0.53,$0.50,$0.56,29%,05/01/2024,N,$75.08,0.71%,5.99%,7.88%
TEL,Sell to Open,04/19/2024,37,$150.00,$1.00,$0.90,$1.10,18%,04/24/2024,N,$141.39,0.71%,7.17%,6.09%
QRVO,Sell to Open,04/19/2024,37,$130.00,$0.82,$0.75,$0.90,16%,05/01/2024,N,$116.13,0.71%,7.2%,11.94%
XOP,Sell to Open,04/26/2024,44,$160.00,$1.05,$0.91,$1.19,10%,,N,$146.90,0.71%,6.07%,8.92%
ESS,Sell to Open,04/19/2024,37,$260.00,$1.70,$0.95,$2.45,23%,04/25/2024,N,$242.34,0.7%,7.11%,7.29%
AIG,Sell to Open,04/26/2024,44,$82.00,$0.52,$0.40,$0.65,10%,05/02/2024,N,$75.49,0.7%,5.9%,8.62%
ALL,Sell to Open,04/19/2024,37,$170.00,$1.12,$1.00,$1.25,5%,05/01/2024,N,$160.08,0.7%,7.13%,6.2%
MRK,Sell to Open,04/26/2024,44,$131.00,$0.85,$0.74,$0.97,7%,04/25/2024,Y,$121.39,0.7%,5.98%,7.92%
ADI,Sell to Open,04/26/2024,44,$220.00,$1.40,$1.30,$1.50,21%,05/22/2024,N,$198.60,0.7%,5.98%,10.78%
SPGI,Sell to Open,04/26/2024,44,$465.00,$2.95,$0.70,$5.20,12%,05/02/2024,N,$428.03,0.69%,5.85%,8.64%
BALL,Sell to Open,04/19/2024,37,$70.00,$0.45,$0.40,$0.50,6%,05/02/2024,N,$65.30,0.69%,6.99%,7.2%
CYBR,Sell to Open,04/19/2024,37,$300.00,$1.79,$1.20,$2.40,19%,05/09/2024,N,$261.42,0.69%,6.98%,14.76%
PNC,Sell to Open,04/26/2024,44,$170.00,$1.05,$0.90,$1.20,9%,04/16/2024,Y,$152.72,0.69%,5.84%,11.31%
MGK,Sell to Open,04/19/2024,37,$300.00,$1.97,$1.30,$2.65,20%,,N,$285.21,0.69%,7.02%,5.19%
ITT,Sell to Open,04/19/2024,37,$135.00,$0.87,$0.75,$1.00,20%,05/02/2024,N,$127.54,0.69%,6.96%,5.85%
PSTG,Sell to Open,04/19/2024,37,$60.00,$0.35,$0.30,$0.40,27%,05/29/2024,N,$50.58,0.69%,7.02%,18.62%
ZG,Sell to Open,04/19/2024,37,$65.00,$0.37,$0.35,$0.40,23%,05/01/2024,N,$54.10,0.69%,7.03%,20.15%
